BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
19.12.2024;22:00;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;200;300;TenneT DE;TenneT DE;SHN Cluster Husum Nord;Erneuerbar
19.12.2024;22:00;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;200;300;TenneT DE;TenneT DE;SHN Cluster Süderdonn T411;Erneuerbar
19.12.2024;22:00;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;68;100;135;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
19.12.2024;22:45;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;175;188;219;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW3;Konventionell
19.12.2024;22:45;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;361;426;451;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KNAPSACK_20;Konventionell
19.12.2024;23:00;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;84;84;84;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
19.12.2024;23:00;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;219,25;375;219,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
19.12.2024;23:00;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;100;TenneT DE;TenneT DE;AVA Cluster Ohlensehlen;Erneuerbar
19.12.2024;23:00;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;123;146;123;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_K;Konventionell
19.12.2024;23:15;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;90;45;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SW München KW-Pool;Sonstiges
19.12.2024;23:30;CET;20.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;148,5;185;74,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
20.12.2024;00:00;CET;20.12.2024;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;110;110;550;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
20.12.2024;00:00;CET;20.12.2024;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;470,75;510;4707,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Staudinger 5;Konventionell
20.12.2024;00:00;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;450;550;6750;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
20.12.2024;00:00;CET;20.12.2024;14:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;294,17;400;4265,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Gebersdorf 2;Konventionell
20.12.2024;00:00;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105,75;188;1586,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SW München KW-Pool;Sonstiges
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;198,4;280;4761,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 7;Konventionell
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;553,31;800;6639,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
20.12.2024;00:00;CET;20.12.2024;02:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;251,11;260;565;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
20.12.2024;00:00;CET;20.12.2024;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;182;200;910;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;167,78;290;3020;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
20.12.2024;00:00;CET;20.12.2024;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;225,88;240;3840;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
20.12.2024;00:00;CET;20.12.2024;14:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;86,47;120;1253,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Heilbronn Block 5;Konventionell
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;96,25;150;577,5;TransnetBW;TenneT DE;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
20.12.2024;00:00;CET;20.12.2024;05:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;13,41;35;73,75;TransnetBW;TenneT DE;Reservekraftwerk Heilbronn Block 5;Konventionell
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;211,75;672;1270,5;TransnetBW;TenneT DE;Vorarlberger Ilwerke;Erneuerbar
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;1100;1100;26400;TenneT DE;TenneT DE;Börse;Sonstiges
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;9;9;171;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg MMB BHKW PtH;Konventionell
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;9;25;140;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H InfraLeuna IKW;Konventionell
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;163;183;981;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Schönewalde;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;287;314;1722;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;317;339;1584;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;214;279;1287;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;146;146;875;50Hertz;TenneT DE;50H OWP Baltic Eagle;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;38;38;228;50Hertz;TenneT DE;50H OWP Arkona;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;244;247;1462;50Hertz;TenneT DE;50H OWP Arcadis Ost 1;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;21;30;124;50Hertz;TenneT DE;50H UW Iven;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;05:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46;48;265;50Hertz;TenneT DE;50H UW Altentreptow;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;05:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;42;51;242;50Hertz;TenneT DE;50H UW Wessin;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;05:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;76;87;437;50Hertz;TenneT DE;50H UW Wustermark;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;36;59;216;50Hertz;TenneT DE;50H UW Bertikow;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;85;100;510;50Hertz;TenneT DE;50H UW Putlitz;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;131,84;303;626,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;284,03;562;2556,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;14:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;613,05;809;8889,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;58,83;68;353;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Jardelund;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;13:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;179,62;293;2335;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;15:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;393,5;496;3148;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;438,49;612;6029,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;194;250;1940;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;178,35;200;3210,31;TenneT DE;TenneT DE;AVA Cluster Twistetal;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;15:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95,97;100;1487,5;TenneT DE;TenneT DE;AVA Cluster Lehrte;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;10:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;60;615;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;83,33;100;1250;TenneT DE;TenneT DE;SHN Cluster Süderdonn T412 T413;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;226,67;300;3400;TenneT DE;TenneT DE;SHN Cluster Heide West T411 T412;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;83,33;100;1250;TenneT DE;TenneT DE;SHN Cluster Klixbüll;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;166,67;200;2500;TenneT DE;TenneT DE;SHN Cluster Husum Nord;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;09:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;192,31;200;1875;TenneT DE;TenneT DE;SHN Cluster Süderdonn T411;Erneuerbar
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;260;300;6240;TenneT DE;TenneT DE;AVA Cluster Elsen;Erneuerbar
20.12.2024;00:00;CET;20.12.2024;15:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;206,24;300;3196,77;TenneT DE;TenneT DE;AVA Cluster Ohlensehlen;Erneuerbar
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;228;400;2562;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block B;Konventionell
20.12.2024;00:00;CET;20.12.2024;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;246;359;1782;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KNAPSACK_20;Konventionell
20.12.2024;00:00;CET;20.12.2024;15:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;346;419;5279;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW3;Konventionell
20.12.2024;00:00;CET;20.12.2024;02:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;122;250;244;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;B¿rse;Sonstiges
20.12.2024;00:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;147;225;3526;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
20.12.2024;00:30;CET;20.12.2024;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;237;250;2431;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Weiher C;Konventionell
20.12.2024;01:00;CET;20.12.2024;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;36;61;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
20.12.2024;01:45;CET;20.12.2024;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;333;390;4080;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_H;Konventionell
20.12.2024;02:00;CET;20.12.2024;14:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;306,8;410;3835;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
20.12.2024;02:00;CET;20.12.2024;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;20;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Schönewalde;Erneuerbar
20.12.2024;02:00;CET;20.12.2024;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;32;55;65;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
20.12.2024;02:00;CET;20.12.2024;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;123,61;200;958;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Gebersdorf 2;Konventionell
20.12.2024;03:00;CET;20.12.2024;14:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;196,73;300;2213,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
20.12.2024;05:00;CET;20.12.2024;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;137,5;150;137,5;TransnetBW;TenneT DE;Grosskraftwerk Mannheim Block 9;Konventionell
20.12.2024;05:00;CET;20.12.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;35;40;490;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Rostock Marienehe;Konventionell
20.12.2024;05:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;136;222;1221;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
20.12.2024;05:00;CET;20.12.2024;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;97,75;255;195,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
20.12.2024;05:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;321;430;6091;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;STUMMHAFEN_10;Konventionell
20.12.2024;05:00;CET;20.12.2024;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;67;100;200;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
20.12.2024;05:00;CET;20.12.2024;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;184;210;1835;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block B;Konventionell
20.12.2024;05:30;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;129,73;210;356,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Erneuerbar
20.12.2024;05:45;CET;20.12.2024;23:00;CET;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;30;48;45;50Hertz;50Hertz;Börse;Sonstiges
20.12.2024;06:00;CET;20.12.2024;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
20.12.2024;06:00;CET;20.12.2024;06:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;46,67;80;35;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
20.12.2024;06:00;CET;20.12.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;88;97;1149;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
20.12.2024;06:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;51;200;912;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
20.12.2024;06:00;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;655;857;5894;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
20.12.2024;06:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;71;81;1141;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Wedel1;Konventionell
20.12.2024;06:00;CET;20.12.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;192;277;3260;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
20.12.2024;06:00;CET;20.12.2024;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;122,5;317;673,74;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
20.12.2024;06:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;316,99;667;5705,79;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
20.12.2024;06:30;CET;20.12.2024;13:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;149,22;189;1007,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
20.12.2024;07:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;357,44;570;6076,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
20.12.2024;07:00;CET;20.12.2024;13:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;102;102;612;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
20.12.2024;07:00;CET;20.12.2024;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;244;311;1221;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
20.12.2024;07:00;CET;20.12.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;87;142;1044;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Lichterfelde;Konventionell
20.12.2024;07:00;CET;20.12.2024;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;224;283;1565;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau;Konventionell
20.12.2024;07:00;CET;20.12.2024;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;120;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Halle-Dieselstr HKW-BlockC;Konventionell
20.12.2024;07:00;CET;20.12.2024;12:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;70;105;386;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
20.12.2024;07:30;CET;20.12.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;67,1;110;167,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Erneuerbar
20.12.2024;08:00;CET;20.12.2024;10:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;94,5;150;236,25;TenneT DE;TenneT DE;Waldeck 6;Erneuerbar
20.12.2024;08:00;CET;20.12.2024;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;106;111;317;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;GUD_HERNE_6;Konventionell
20.12.2024;08:00;CET;20.12.2024;13:15;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;17,9;127;35,81;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
20.12.2024;08:15;CET;20.12.2024;10:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;94,83;190;142,25;TransnetBW;TenneT DE;Vorarlberger Ilwerke;Erneuerbar
20.12.2024;08:15;CET;20.12.2024;10:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;52,33;81;117,75;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
20.12.2024;08:15;CET;20.12.2024;14:15;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;50,18;100;25,09;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
20.12.2024;08:15;CET;20.12.2024;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;72,33;150;271,25;TenneT DE;TenneT DE;Waldeck 5;Erneuerbar
20.12.2024;08:30;CET;20.12.2024;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;450;450;1350;TransnetBW;50Hertz;Vorarlberger Ilwerke;Erneuerbar
20.12.2024;08:30;CET;20.12.2024;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;122;129;366;50Hertz;50Hertz;50H UW Putlitz;Erneuerbar
20.12.2024;08:30;CET;20.12.2024;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;128;137;384;50Hertz;50Hertz;50H OWP Arkona;Erneuerbar
20.12.2024;08:30;CET;20.12.2024;10:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;400;50Hertz;50Hertz;50H OWP Wikinger;Erneuerbar
20.12.2024;09:00;CET;20.12.2024;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;218;350;1088;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Weiher C;Konventionell
20.12.2024;10:00;CET;20.12.2024;17:00;CET;Testfahrt (bnBm);Wirkleistungseinspeisung reduzieren;23;34;124;Amprion;Amprion;CHEMIEPARK_MARL_KRAFTWERKE;Konventionell
20.12.2024;10:00;CET;20.12.2024;17:00;CET;Testfahrt (bnBm);Wirkleistungseinspeisung erh¿hen;23;34;124;Amprion;Amprion;BIBLIS_GT (bnBm);Konventionell
20.12.2024;10:30;CET;20.12.2024;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;200;50Hertz;50Hertz;50H UW Bertikow;Erneuerbar
20.12.2024;11:15;CET;20.12.2024;20:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;462,5;TenneT DE;TenneT DE;EE Hessen;Erneuerbar
20.12.2024;12:00;CET;20.12.2024;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;188;235;563;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
20.12.2024;12:30;CET;20.12.2024;15:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;206,17;237,95;618,51;TenneT DE;TenneT DE;AVA Cluster Helmstedt;Erneuerbar
20.12.2024;15:00;CET;20.12.2024;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;503;789;3018;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
20.12.2024;17:45;CET;20.12.2024;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;23;23;6;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
20.12.2024;18:00;CET;20.12.2024;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;40;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Neubrandenburg GuD;Konventionell
20.12.2024;19:00;CET;21.12.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;30;30;150;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
